"SNo","company","ReviwerType","job_title","overall_ratings","workLifebalance_ratings","culturevalues_ratings","carreropportunities_ratings","benefits_ratings","seniormangemnet_ratings"
30731,"amazon","Alumni"," Senior Associate - Sustainability",4,4,3,4,4,2
30732,"amazon","Employee"," Software Development Engineer I",4,3,3,3,4,3
30733,"amazon","Alumni"," Anonymous Employee",4,4,5,4,5,4
30734,"amazon","Alumni"," Anonymous Employee",3,3,1,4,4,3
30735,"amazon","Alumni"," Anonymous Employee",5,3,4,4,4,3
30736,"amazon","Employee"," Account Manager",5,5,5,5,4,5
30737,"amazon","Alumni"," Anonymous Employee",4,4,4,4,3,3
30738,"amazon","Employee"," Catalog Associate",4,3,4,3,3,2
30739,"amazon","Employee"," Anonymous Employee",3,4,2,4,5,1
30740,"amazon","Employee"," Anonymous Employee",3,4,2,4,5,1
30741,"amazon","Employee"," Anonymous Employee",5,4,4,4,4,4
30742,"amazon","Alumni"," Customer Service Associate",1,2,2,2,1,1
30743,"amazon","Alumni"," Area Manager",4,3,4,5,4,4
30744,"amazon","Alumni"," Anonymous Employee",5,3,5,3,4,4
30745,"amazon","Employee"," Area Manager",5,3,5,5,5,4
30746,"amazon","Alumni"," Anonymous Employee",5,3,4,4,4,3
30747,"amazon","Employee"," Software Development Manager",5,4,5,4,5,4
30748,"amazon","Employee"," Area Manager",4,1,4,4,4,3
30749,"amazon","Alumni"," Anonymous Employee",5,5,5,5,5,5
30750,"amazon","Alumni"," Anonymous Employee",5,5,5,5,5,5
30751,"amazon","Employee"," Area Manager",4,4,4,4,4,4
30752,"amazon","Employee"," Support Engineer III",4,4,4,4,5,4
30753,"amazon","Alumni"," Senior Catalog Associate",3,3,4,4,4,3
30754,"amazon","Alumni"," Anonymous Employee",3,3,3,3,3,3
30755,"amazon","Employee"," Anonymous Employee",5,3,4,4,4,3
30756,"amazon","Employee"," Seller Support Associate",1,1,1,3,3,2
30757,"amazon","Employee"," Software Development Engineer",4,3,4,5,3,4
30758,"amazon","Alumni"," Quality Analyst",4,4,5,3,2,3
30759,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
30760,"amazon","Alumni"," Anonymous Employee",4,4,4,4,3,4
30761,"amazon","Employee"," Senior Device Associate",4,2,4,3,3,3
30762,"amazon","Employee"," Software Development Engineer II",5,4,4,5,5,4
30763,"amazon","Employee"," Anonymous Employee",5,3,5,5,5,4
30764,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
30765,"amazon","Employee"," Device Associate",2,1,4,1,3,1
30766,"amazon","Alumni"," Anonymous Employee",3,3,3,3,2,3
30767,"amazon","Employee"," Software Development Engineer II",3,2,4,3,4,4
30768,"amazon","Alumni"," Seller Support Associate",5,5,5,5,5,3
30769,"amazon","Employee"," Software Engineer",4,4,5,5,3,5
30770,"amazon","Alumni"," Anonymous Employee",1,1,1,1,1,1
30771,"amazon","Employee"," Software Engineer",5,3,4,4,4,4
30772,"amazon","Alumni"," Human Resources Assistant",1,1,1,1,3,1
30773,"amazon","Employee"," Anonymous Employee",5,4,5,4,4,4
30774,"amazon","Employee"," Software Development Engineer I",5,5,5,5,5,5
30775,"amazon","Employee"," Anonymous Employee",4,3,3,4,3,3
30776,"amazon","Employee"," Anonymous Employee",4,3,5,5,5,5
30777,"amazon","Employee"," Area Manager",3,3,3,4,3,3
30778,"amazon","Alumni"," Operations Manager",4,2,5,5,5,2
30779,"amazon","Employee"," Seller Support",5,4,5,4,5,4
30780,"amazon","Employee"," Software Development Engineer I",4,3,4,5,4,4
30781,"amazon","Alumni"," Inside Sales Representative",4,3,4,4,2,4
30782,"amazon","Employee"," Cloud Support Engineer",4,4,5,5,4,5
30783,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
30784,"amazon","Alumni"," Engineer",1,1,1,3,2,1
30785,"amazon","Employee"," Software Development Engineer I",3,1,5,4,4,4
30786,"amazon","Employee"," Classification Specialist",5,5,4,2,3,4
30787,"amazon","Employee"," Anonymous Employee",4,3,5,5,3,4
30788,"amazon","Employee"," Anonymous Employee",4,5,3,5,5,2
30789,"amazon","Employee"," Anonymous Employee",3,2,3,5,4,4
30790,"amazon","Employee"," Sales",3,3,3,2,3,2
30791,"amazon","Employee"," Customer Service Associate",5,3,4,4,3,3
30792,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
30793,"amazon","Employee"," Account Manager",4,2,5,5,2,5
30794,"amazon","Alumni"," Anonymous Employee",3,3,4,4,4,3
30795,"amazon","Alumni"," Anonymous Employee",5,3,5,5,3,4
30796,"amazon","Employee"," Quality Assurance Engineer",5,5,5,5,5,5
30797,"amazon","Employee"," Transaction Risk Investigator",3,2,5,2,4,2
30798,"amazon","Alumni"," Risk Investigator",5,4,4,5,4,4
30799,"amazon","Employee"," SDE1",5,2,5,5,4,5
30800,"amazon","Employee"," SDE1",5,2,5,5,4,5
30801,"amazon","Employee"," Associate",1,1,1,1,3,1
30802,"amazon","Alumni"," Anonymous Employee",2,2,4,1,4,1
30803,"amazon","Employee"," Warehouse Associate Picker",3,3,4,2,4,3
30804,"amazon","Alumni"," Placement Year - Finance Analyst",4,3,3,4,4,3
30805,"amazon","Alumni"," Software Development Engineer I",4,3,3,4,5,3
30806,"amazon","Employee"," Anonymous Employee",1,3,3,3,3,1
30807,"amazon","Alumni"," Anonymous Employee",2,3,4,4,4,3
30808,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,4
30809,"amazon","Alumni"," Seller Support Associate",5,5,5,5,5,5
30810,"amazon","Alumni"," Anonymous Employee",3,3,2,3,4,3
30811,"amazon","Employee"," Anonymous Employee",5,5,5,3,3,1
30812,"amazon","Employee"," Software Development Engineer",5,3,5,4,4,5
30813,"amazon","Employee"," Fashion Stylist",5,3,4,4,5,4
30814,"amazon","Employee"," Anonymous Employee",4,5,5,4,3,4
30815,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
30816,"amazon","Employee"," Software Development Engineer II",4,4,5,4,4,4
30817,"amazon","Employee"," Software Development Engineer I",5,3,5,4,3,3
30818,"amazon","Alumni"," Customer Service Advisor",1,1,3,2,4,2
30819,"amazon","Employee"," Anonymous Employee",2,2,2,2,2,3
30820,"amazon","Employee"," Site Leader",4,3,4,5,4,5
30821,"amazon","Employee"," Marketing Director",5,5,5,5,5,5
30822,"amazon","Employee"," Area Manager",3,2,4,4,3,3
30823,"amazon","Employee"," SDE1",5,4,5,5,5,5
30824,"amazon","Alumni"," Customer Service Advisor",1,1,3,2,4,2
30825,"amazon","Employee"," Transaction Risk Investigator",4,3,5,3,3,4
30826,"amazon","Employee"," Payable",4,4,3,4,4,3
30827,"amazon","Employee"," Software Development Engineer I",5,4,5,5,5,4
30828,"amazon","Employee"," Channel Team Lead",5,2,5,5,3,4
30829,"amazon","Employee"," Anonymous Employee",5,3,5,5,5,5
30830,"amazon","Employee"," Financial Analyst",5,5,5,5,4,5
30831,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
30832,"amazon","Employee"," Sales Specialist",4,4,4,5,5,4
30833,"amazon","Alumni"," Anonymous Employee",5,5,3,3,4,5
30834,"amazon","Employee"," Anonymous Employee",5,3,4,4,4,3
30835,"amazon","Employee"," Anonymous Employee",1,1,1,1,1,1
30836,"amazon","Alumni"," Anonymous Employee",1,1,1,1,1,1
30837,"amazon","Employee"," Anonymous Employee",5,4,5,5,5,5
30838,"amazon","Alumni"," Transaction Risk Investigator",4,4,5,5,5,4
30839,"amazon","Employee"," Anonymous Employee",4,5,5,5,5,4
30840,"amazon","Employee"," SDM",5,2,5,5,5,3
30841,"amazon","Employee"," CSA - Customer Service Associate",1,3,1,2,1,2
30842,"amazon","Alumni"," Anonymous Employee",4,3,4,2,2,1
30843,"amazon","Employee"," Anonymous Employee",4,1,4,3,3,4
30844,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
30845,"amazon","Employee"," Risk Analyst",3,2,4,3,2,4
30846,"amazon","Employee"," SDEII",3,3,3,3,3,3
30847,"amazon","Employee"," Anonymous Employee",5,5,5,3,5,5
30848,"amazon","Employee"," Anonymous Employee",5,4,5,3,4,3
30849,"amazon","Employee"," Anonymous Employee",4,3,5,5,5,5
30850,"amazon","Employee"," Anonymous Employee",4,3,5,5,5,5
30851,"amazon","Alumni"," Picker/Driver",3,1,2,2,2,1
30852,"amazon","Alumni"," Anonymous Employee",3,4,4,4,4,4
30853,"amazon","Employee"," Catalouge Specialist",5,5,5,3,3,4
30854,"amazon","Alumni"," Sales Representative",5,3,4,4,4,4
30855,"amazon","Employee"," Anonymous Employee",1,1,1,1,1,5
30856,"amazon","Employee"," Anonymous Employee",4,3,4,3,4,3
30857,"amazon","Alumni"," Karnataka",4,4,4,3,4,4
30858,"amazon","Alumni"," Catalog Associate",4,4,5,4,3,5
30859,"amazon","Employee"," Anonymous Employee",5,3,4,5,5,4
30860,"amazon","Employee"," Anonymous Employee",2,1,1,3,2,1
30861,"amazon","Employee"," Stow",5,5,5,4,4,5
30862,"amazon","Employee"," Anonymous Employee",4,3,5,4,5,3
30863,"amazon","Employee"," Search and Resque",4,3,4,5,3,4
30864,"amazon","Alumni"," Customer Service Associate",4,2,5,2,2,1
30865,"amazon","Employee"," Trms",4,3,2,3,3,2
30866,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
30867,"amazon","Employee"," Anonymous Employee",3,1,5,3,5,5
30868,"amazon","Employee"," Customer Service Associate",5,4,2,5,5,4
30869,"amazon","Employee"," Operations Manager",1,2,1,3,5,1
30870,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
30871,"amazon","Employee"," Manager",3,1,2,3,4,1
30872,"amazon","Employee"," Software Development Engineer II",5,2,3,5,5,3
30873,"amazon","Employee"," Anonymous Employee",5,3,4,4,4,3
30874,"amazon","Alumni"," Operations Assistant",2,3,4,4,4,3
30875,"amazon","Employee"," Transaction Risk Investigator",4,2,4,2,3,2
30876,"amazon","Alumni"," Anonymous Employee",5,4,5,4,5,4
30877,"amazon","Alumni"," Associate Vendor Manager",4,1,4,3,4,4
30878,"amazon","Alumni"," Anonymous Employee",4,5,4,4,4,4
30879,"amazon","Employee"," Anonymous Employee",4,3,3,4,3,3
30880,"amazon","Alumni"," Anonymous Employee",4,2,3,3,3,3
30881,"amazon","Alumni"," Software Development Test Engineer",4,3,4,4,4,3
30882,"amazon","Employee"," Project Manager",5,4,5,5,5,5
30883,"amazon","Alumni"," Catalog Associate",5,5,5,4,5,5
30884,"amazon","Alumni"," Web Programmer Analyst",4,5,5,5,4,5
30885,"amazon","Employee"," Process Assistant",3,3,4,3,3,2
30886,"amazon","Employee"," Karnataka",5,4,4,4,4,4
30887,"amazon","Alumni"," Anonymous Employee",1,1,1,2,3,1
30888,"amazon","Employee"," Warehouse Associate",4,3,4,4,5,3
30889,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
30890,"amazon","Alumni"," Seller Support Associate",5,4,5,5,4,5
30891,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
30892,"amazon","Alumni"," CSA",4,4,4,4,4,4
30893,"amazon","Alumni"," Anonymous Employee",3,3,4,4,4,3
30894,"amazon","Alumni"," Research Manager",3,1,5,3,3,1
30895,"amazon","Alumni"," Cloud Support Engineer",5,4,4,5,5,4
30896,"amazon","Alumni"," Pathways Operations Intern",5,5,5,5,5,5
30897,"amazon","Alumni"," Technical Program Manager",5,3,3,5,4,3
30898,"amazon","Employee"," Investigations Specialist",4,3,3,5,4,3
30899,"amazon","Alumni"," Anonymous Employee",4,2,5,4,3,3
30900,"amazon","Employee"," Anonymous Employee",4,4,4,4,3,5
30901,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
30902,"amazon","Alumni"," Quality Analyst",5,4,4,4,4,3
30903,"amazon","Alumni"," Warehouse Worker",2,1,1,1,1,1
30904,"amazon","Alumni"," Instructional Designer",2,1,2,1,3,1
30905,"amazon","Alumni"," Customer Service Associate",4,3,5,2,3,5
30906,"amazon","Employee"," Anonymous Employee",4,4,4,4,4,4
30907,"amazon","Employee"," Software Development Engineer II",4,2,3,4,4,4
30908,"amazon","Alumni"," Anonymous Employee",4,4,5,5,5,5
30909,"amazon","Employee"," Business Analyst",2,3,1,4,1,2
30910,"amazon","Employee"," Business Analyst",2,3,1,4,1,2
30911,"amazon","Employee"," Catalog Associate",4,5,5,3,4,4
30912,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
30913,"amazon","Employee"," Software Development Engineer II",3,2,2,4,3,2
30914,"amazon","Employee"," Customer Service Specialist",5,5,5,5,5,3
30915,"amazon","Alumni"," Catalog Associate",5,5,3,3,3,3
30916,"amazon","Employee"," Integration Specialist",5,3,5,5,5,3
30917,"amazon","Employee"," Anonymous Employee",5,4,5,5,4,4
30918,"amazon","Alumni"," Investigations Specialist",3,3,4,4,2,3
30919,"amazon","Alumni"," Anonymous Employee",3,3,4,4,5,3
30920,"amazon","Employee"," Ingénieur Systèmes Et Réseaux",5,4,5,4,4,5
30921,"amazon","Employee"," Operations Manager BOLD",4,2,3,4,4,4
30922,"amazon","Employee"," Claims Associate Representative",4,3,5,4,3,4
30923,"amazon","Alumni"," Anonymous Employee",2,3,4,4,4,3
30924,"amazon","Alumni"," Category Leader",5,3,5,4,5,4
30925,"amazon","Alumni"," Anonymous Employee",5,3,4,5,4,5
30926,"amazon","Employee"," Anonymous Employee",4,4,5,4,4,5
30927,"amazon","Employee"," Transaction Risk Investigator",3,1,4,4,3,3
30928,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
30929,"amazon","Alumni"," Anonymous Employee",3,2,3,3,3,2
30930,"amazon","Alumni"," Anonymous Employee",3,2,3,3,3,2
30931,"amazon","Alumni"," Compliance",1,1,1,1,3,1
30932,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
30933,"amazon","Employee"," Operations Manager",2,2,4,2,4,1
30934,"amazon","Alumni"," Anonymous Employee",1,3,4,4,4,3
30935,"amazon","Employee"," Ops Manager",4,4,5,4,3,4
30936,"amazon","Employee"," Network Engineer",2,1,2,2,4,2
30937,"amazon","Employee"," Anonymous Employee",5,4,5,5,5,4
30938,"amazon","Alumni"," Anonymous Employee",3,1,2,4,2,3
30939,"amazon","Alumni"," Pathways Operations Manager",4,3,3,5,3,2
30940,"amazon","Alumni"," Marketing Intern",5,3,4,4,3,2
30941,"amazon","Employee"," Anonymous Employee",4,2,4,1,3,3
30942,"amazon","Alumni"," Anonymous Employee",4,3,5,3,4,3
30943,"amazon","Alumni"," Anonymous Employee",5,3,5,5,5,5
30944,"amazon","Alumni"," Catalog Associate",4,5,5,5,4,4
30945,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
30946,"amazon","Employee"," Anonymous Employee",4,5,3,3,4,2
30947,"amazon","Alumni"," Anonymous Employee",3,1,1,4,4,4
30948,"amazon","Employee"," Anonymous Employee",3,3,3,3,3,3
30949,"amazon","Employee"," Amazon",5,4,4,5,5,3
30950,"amazon","Employee"," Software Development Engineer I",4,3,4,5,3,5
30951,"amazon","Employee"," Technical Support Specialist",4,2,5,3,4,2
30952,"amazon","Employee"," Operations Engineer II",4,4,4,4,3,4
30953,"amazon","Alumni"," Anonymous Employee",3,1,1,4,4,4
30954,"amazon","Employee"," Seller Support",5,5,5,5,2,5
30955,"amazon","Employee"," Anonymous Employee",5,3,5,3,3,3
30956,"amazon","Employee"," Anonymous Employee",4,4,3,5,4,3
30957,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
30958,"amazon","Employee"," Investigations Specialist",3,4,4,3,3,4
30959,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
30960,"amazon","Alumni"," Senior Customer Service Associate",3,3,2,3,2,1
30961,"amazon","Alumni"," Customer Service Associate",5,3,5,4,5,4
30962,"amazon","Alumni"," Anonymous Employee",5,5,5,4,5,4
30963,"amazon","Employee"," Anonymous Employee",5,4,4,5,4,4
30964,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
30965,"amazon","Alumni"," Software Development Engineer II",5,4,4,4,4,4
30966,"amazon","Employee"," Training Specialist",5,4,5,4,3,5
30967,"amazon","Alumni"," Anonymous Employee",1,1,1,1,3,1
30968,"amazon","Alumni"," Anonymous Employee",1,3,4,4,4,3
30969,"amazon","Employee"," Software Development Engineer II",4,4,4,5,4,4
30970,"amazon","Employee"," L6 - Analytics Manager/Senior Analyst",1,1,1,1,5,2
30971,"amazon","Employee"," Anonymous Employee",5,4,5,4,4,5
30972,"amazon","Employee"," Software Development Engineer",4,4,4,4,4,4
30973,"amazon","Employee"," Anonymous Employee",4,3,4,2,4,3
30974,"amazon","Employee"," Software Development Engineer II",3,4,4,4,4,4
30975,"amazon","Alumni"," Anonymous Employee",1,1,1,5,1,1
30976,"amazon","Employee"," Area Manager",4,3,4,5,4,3
30977,"amazon","Alumni"," Stower Temp",3,1,2,1,1,5
30978,"amazon","Employee"," DC Tech",5,5,5,5,5,5
30979,"amazon","Employee"," Anonymous Employee",3,1,4,3,3,4
30980,"amazon","Employee"," Anonymous Employee",3,3,4,3,4,3
30981,"amazon","Employee"," Support Engineer IV",4,3,3,4,5,3
30982,"amazon","Employee"," Operations Manager",5,4,4,5,4,5
30983,"amazon","Employee"," Software Engineer",5,4,5,5,3,5
30984,"amazon","Employee"," Network Engineer",5,2,5,5,4,4
30985,"amazon","Employee"," Anonymous Employee",4,3,5,5,5,4
30986,"amazon","Alumni"," Anonymous Employee",3,3,2,3,3,3
30987,"amazon","Employee"," L4 Team Leader",3,3,4,4,1,3
30988,"amazon","Alumni"," Human Resources Generalist",5,3,5,5,5,5
30989,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
30990,"amazon","Employee"," Intern",3,3,4,4,4,3
30991,"amazon","Employee"," Anonymous Employee",4,3,4,4,3,3
30992,"amazon","Employee"," Anonymous Employee",4,3,1,1,3,2
30993,"amazon","Alumni"," Seller Support Associate",5,4,5,5,5,4
30994,"amazon","Employee"," Anonymous Employee",5,2,4,2,5,4
30995,"amazon","Employee"," Anonymous Employee",2,3,3,3,4,3
30996,"amazon","Employee"," Anonymous Employee",2,3,4,4,4,3
30997,"amazon","Alumni"," SDE1",3,1,3,4,3,2
30998,"amazon","Employee"," Transaction Risk Investigator",3,2,4,3,3,3
30999,"amazon","Employee"," ANDHRA PRADESH",2,2,3,2,4,3
31000,"amazon","Employee"," Anonymous Employee",3,3,4,3,4,3
31001,"amazon","Alumni"," Seller Support Associate",5,4,4,3,5,5
31002,"amazon","Employee"," Device Associate",4,3,4,4,4,3
31003,"amazon","Alumni"," Customer Service",5,4,5,5,5,5
31004,"amazon","Employee"," Investigation Specialist",2,3,3,3,2,4
31005,"amazon","Employee"," Anonymous Employee",3,2,4,3,2,2
31006,"amazon","Employee"," Big Data Support Engineer",5,3,5,5,5,2
31007,"amazon","Alumni"," Anonymous Employee",4,4,4,4,4,4
31008,"amazon","Alumni"," Catalog Associate",4,4,4,3,3,3
31009,"amazon","Alumni"," Catalog Associate",3,4,4,1,2,2
31010,"amazon","Alumni"," Catalog Associate",3,4,4,1,2,2
31011,"amazon","Employee"," Quality Analyst",3,3,4,2,3,3
31012,"amazon","Employee"," Financial Analyst Intern",5,4,5,4,5,5
31013,"amazon","Employee"," Software Development Engineer In Test Manager",5,3,4,1,4,3
31014,"amazon","Alumni"," Anonymous Employee",5,2,5,5,4,5
31015,"amazon","Alumni"," Seller Support Associate",4,3,3,3,3,1
31016,"amazon","Employee"," Anonymous Employee",4,3,3,3,3,2
31017,"amazon","Alumni"," Anonymous Employee",3,3,4,4,4,3
31018,"amazon","Employee"," Seller Support",5,5,5,5,5,5
31019,"amazon","Employee"," Systems Development Engineer",4,5,4,4,3,4
31020,"amazon","Employee"," Anonymous Employee",4,4,4,4,4,4
31021,"amazon","Alumni"," Process Associate",5,2,5,4,4,4
31022,"amazon","Alumni"," Business Operations Specialist",5,4,4,4,4,4
31023,"amazon","Employee"," Driver",3,1,2,2,3,3
31024,"amazon","Employee"," Anonymous Employee",3,2,2,1,1,2
31025,"amazon","Alumni"," Content Test Specialist",4,5,4,2,3,3
31026,"amazon","Employee"," Anonymous Employee",4,3,5,5,5,5
31027,"amazon","Employee"," Operations Manager",5,5,5,5,5,5
31028,"amazon","Alumni"," Delivery Driver",1,1,1,1,1,1
31029,"amazon","Alumni"," Anonymous Employee",4,3,5,4,5,3
31030,"amazon","Alumni"," Anonymous Employee",4,3,5,4,5,3
31031,"amazon","Employee"," New Account Manager",4,2,5,3,5,5
31032,"amazon","Employee"," Fulfillment Associate",5,3,3,2,3,3
31033,"amazon","Alumni"," Quality Assurance Engineer I",4,3,4,3,3,2
31034,"amazon","Employee"," Anonymous Employee",4,4,5,4,5,4
31035,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
31036,"amazon","Employee"," Technical Customer Service Associate",5,5,5,5,5,5
31037,"amazon","Employee"," Cloud Support Engineer",5,5,5,5,5,5
31038,"amazon","Employee"," Software Development Engineer I",5,2,3,5,4,3
31039,"amazon","Alumni"," Software Development Engineer Intern",4,5,5,5,4,5
31040,"amazon","Employee"," Anonymous Employee",4,3,4,5,5,4
31041,"amazon","Employee"," Software Development Engineer III",1,4,1,4,4,1
31042,"amazon","Alumni"," Software Developer",5,5,4,5,5,5
31043,"amazon","Employee"," SDE1",5,3,5,5,5,5
31044,"amazon","Alumni"," Anonymous Employee",5,5,5,5,3,5
31045,"amazon","Alumni"," Anonymous Employee",3,3,3,4,4,2
31046,"amazon","Employee"," Catalog Consultant",4,3,3,4,3,3
31047,"amazon","Employee"," Anonymous Employee",4,3,5,5,4,5
31048,"amazon","Employee"," Anonymous Employee",4,2,3,5,4,4
31049,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,2
31050,"amazon","Employee"," Anonymous Employee",5,3,5,5,5,5
31051,"amazon","Employee"," Anonymous Employee",5,3,3,3,3,2
31052,"amazon","Alumni"," Anonymous Employee",5,5,5,5,5,5
31053,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
31054,"amazon","Employee"," Anonymous Employee",4,3,4,5,3,3
31055,"amazon","Alumni"," Anonymous Employee",4,4,5,3,4,3
31056,"amazon","Alumni"," Anonymous Employee",4,4,4,3,4,4
31057,"amazon","Employee"," Anonymous Employee",3,1,5,5,5,2
31058,"amazon","Employee"," Anonymous Employee",3,3,4,4,3,3
31059,"amazon","Employee"," Team Leader",5,3,4,5,3,4
31060,"amazon","Alumni"," SDE1",3,3,3,3,3,3
31061,"amazon","Employee"," Software Engineer",4,3,3,4,3,3
31062,"amazon","Employee"," Anonymous Employee",1,1,1,4,4,1
31063,"amazon","Alumni"," Anonymous Employee",5,3,4,4,4,3
31064,"amazon","Employee"," Data Engineer",4,1,4,4,4,4
31065,"amazon","Alumni"," Seller Support",5,4,5,4,4,5
31066,"amazon","Employee"," Anonymous Employee",5,3,4,3,3,3
31067,"amazon","Employee"," Software Development Engineer II",1,1,1,1,2,1
31068,"amazon","Alumni"," Catalog Associate",2,4,2,2,2,3
31069,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
31070,"amazon","Employee"," Anonymous Employee",3,1,4,4,3,4
31071,"amazon","Employee"," EU Imaging Capacity Manager",5,5,5,5,5,5
31072,"amazon","Employee"," Manager",5,3,5,2,2,4
31073,"amazon","Alumni"," Anonymous Employee",2,3,4,4,4,3
31074,"amazon","Employee"," Software Development Engineer II",2,1,1,3,4,3
31075,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,2
31076,"amazon","Alumni"," Anonymous Employee",4,2,4,5,5,3
31077,"amazon","Employee"," Anonymous Employee",4,4,5,3,4,4
31078,"amazon","Alumni"," Anonymous Employee",4,3,1,4,3,4
31079,"amazon","Alumni"," Transaction Risk Investigator",4,3,4,3,5,2
31080,"amazon","Alumni"," Anonymous Employee",4,3,5,4,4,4
31081,"amazon","Employee"," Transport Network Analyst",4,2,4,4,3,3
31082,"amazon","Employee"," Anonymous Employee",4,5,4,4,5,4
31083,"amazon","Employee"," Anonymous Employee",5,3,3,3,3,3
31084,"amazon","Employee"," Anonymous Employee",5,4,5,5,5,5
31085,"amazon","Employee"," Software Development Engineer",4,3,3,4,4,4
31086,"amazon","Employee"," Amazon Seller Support Associate",4,4,4,4,4,4
31087,"amazon","Employee"," Anonymous Employee",3,4,3,4,4,3
31088,"amazon","Employee"," Senior Risk Investigator",4,2,4,2,1,1
31089,"amazon","Alumni"," Anonymous Employee",5,5,5,5,5,5
31090,"amazon","Alumni"," Anonymous Employee",5,5,5,5,5,5
31091,"amazon","Alumni"," Amazon Associate",4,4,4,4,5,4
31092,"amazon","Employee"," Amazon Hyderabad",3,2,3,4,4,3
31093,"amazon","Employee"," Anonymous Employee",4,1,4,4,4,3
31094,"amazon","Alumni"," Anonymous Employee",3,4,3,3,3,3
31095,"amazon","Alumni"," Seller Support Associate",5,3,4,5,4,5
31096,"amazon","Alumni"," Systems Engineer I",3,1,3,3,2,2
31097,"amazon","Alumni"," Anonymous Employee",2,1,5,5,5,1
31098,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
31099,"amazon","Employee"," QA Team Member",4,3,4,4,4,3
31100,"amazon","Employee"," Anonymous Employee",5,3,4,4,4,3
31101,"amazon","Alumni"," Seller Support Associate",1,1,1,3,3,1
31102,"amazon","Alumni"," Seller Support Associate",4,3,4,3,3,2
31103,"amazon","Employee"," Senior Software Engineer",4,2,3,4,4,4
31104,"amazon","Alumni"," Warehouse Associate",1,1,1,1,1,1
31105,"amazon","Employee"," Anonymous Employee",5,4,5,5,4,5
31106,"amazon","Employee"," Communication Trainer",5,3,5,5,4,4
31107,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
31108,"amazon","Employee"," Anonymous Employee",2,1,1,3,3,1
31109,"amazon","Alumni"," Anonymous Employee",2,3,4,4,4,3
31110,"amazon","Alumni"," Anonymous Employee",2,3,4,4,4,3
31111,"amazon","Alumni"," Loss Prevention, Safety &amp, HAZMAT Manager",2,1,1,5,5,1
31112,"amazon","Employee"," Intern",4,4,4,4,5,4
31113,"amazon","Alumni"," Senior Manager",4,3,4,4,4,4
31114,"amazon","Employee"," Risk Mining Specialist",5,4,5,5,4,3
31115,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
31116,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
31117,"amazon","Employee"," Anonymous Employee",3,3,3,4,4,1
31118,"amazon","Employee"," Anonymous Employee",3,3,3,4,3,2
31119,"amazon","Employee"," Software Development Engineer I",5,4,5,5,4,3
31120,"amazon","Employee"," CSA",1,1,5,1,3,3
31121,"amazon","Employee"," Category Manager",5,3,5,5,4,4
31122,"amazon","Employee"," Handling Customer",4,4,5,4,3,4
31123,"amazon","Alumni"," Instock Manager",3,1,3,3,4,2
31124,"amazon","Alumni"," Anonymous Employee",3,3,2,4,3,3
31125,"amazon","Employee"," Anonymous Employee",5,4,5,5,4,3
31126,"amazon","Alumni"," Transaction Risk Investigator",5,5,5,5,5,5
31127,"amazon","Alumni"," Customer Service Associate",5,5,5,5,5,5
31128,"amazon","Alumni"," Designation - Recruiter",4,2,2,4,4,2
31129,"amazon","Alumni"," SDE1",4,4,5,4,4,3
31130,"amazon","Alumni"," Trms",3,1,3,1,1,3
31131,"amazon","Employee"," Anonymous Employee",2,1,1,2,3,3
31132,"amazon","Employee"," Program Manager",4,1,1,4,4,2
31133,"amazon","Alumni"," Risk Analyst - Senior Risk Investigator",4,2,5,4,3,3
31134,"amazon","Employee"," Anonymous Employee",4,5,4,3,3,4
31135,"amazon","Alumni"," CSE",3,3,4,4,4,3
31136,"amazon","Employee"," Software Development Engineer III",4,2,2,3,4,2
31137,"amazon","Alumni"," Transaction Risk Investigator",3,3,4,3,3,3
