Company,jobtitle,overall_ratings,workLifebalance_ratings,culturevalues_ratings,carreropportunities_ratings,benefits_ratings,seniormangemnet_ratings
apple,Instrumentation Engineer,4,1,3,4,4,2
apple,Intern,5,4,4,4,4,4
apple,Intern - Hourly,5,4,5,5,5,5
apple,Inventory Control Specialist,4,4,4,3,4,4
apple,Inventory Control Supervisor,5,4,5,4,4,4
apple,Inventory Specialist,4,3,4,4,4,3
apple,Investment Intern,4,3,5,5,3,1
apple,Ios,5,4,4,5,5,5
apple,Ios Software Engineer,5,5,5,5,5,5
apple,Iphone Solution Consultant,5,4,5,4,5,3
apple,Janitor,4,4,4,4,4,5
apple,Java Developer,5,5,5,5,5,5
apple,K-12 Acquisition Sales,5,5,4,4,5,4
apple,Lawyer,5,5,5,4,5,4
apple,Lead,4,3,5,4,5,3
apple,Lead Cashier,3,3,5,4,3,3
apple,Lead Cook,4,3,4,3,5,3
apple,Lead Creative,4,3,4,4,4,3
apple,Lead Genius,4,3,4,3,4,3
apple,Lead Mac Genius,5,3,4,3,4,4
apple,Lead Mac Specialist,3,1,2,2,4,2
apple,Lead Product Design Engineer,4,3,3,4,4,1
apple,Lead Project Specialist,5,5,5,4,5,5
apple,Lead SAP FICO Consultant,4,4,4,3,4,4
apple,Lead Software Engineer,3,4,4,4,4,4
apple,Lead Specialist,4,4,5,1,5,1
apple,Lead Tec,3,4,4,3,4,4
apple,Leader,3,4,3,3,4,3
apple,Legal Associate,5,5,5,5,5,5
apple,Localization Project Manager,5,4,5,4,5,4
apple,Logistics Analyst,2,2,4,1,2,2
apple,Logistics Coordinator,5,5,5,5,5,5
apple,MQE,4,1,3,3,4,4
apple,Mac + Senior Advisor,4,4,5,3,5,4
apple,Mac +t2,3,3,4,3,5,4
apple,Mac Expert,4,3,4,2,4,2
apple,Mac Expert Australia Sales,5,5,5,5,5,5
apple,Mac Genius,4,3,4,3,4,3
apple,Mac Specialist,4,4,4,3,4,3
apple,Mac Specialist (Apple Store),4,4,4,3,4,4
apple,Mac Specialist (Apple Store) &amp,\N,5,4,4,4,4
apple,Mac+,5,3,5,5,5,3
apple,Mac+ Advisor,3,3,4,3,4,3
apple,Mac+ Senior Advisor,3,2,4,3,4,4
apple,Mac+ Technical Advisor,5,4,4,5,5,5
apple,Mac+ Technical Support Advisor,3,4,5,3,5,4
apple,MacGenius Mentor,4,3,5,4,5,3
apple,Machine Learning Engineer,4,4,2,4,4,2
apple,Maintenance Supervisor,5,5,5,4,4,3
apple,Management,4,4,4,4,4,3
apple,Manager,4,3,4,4,4,3
apple,Manager I,5,3,5,3,4,5
apple,Manager Program Management,4,1,4,5,5,4
apple,Manufacturing Design Engineer,5,3,5,4,5,4
apple,Manufacturing Engineer,4,4,4,4,5,4
apple,Maps Analyst,3,5,5,1,3,4
apple,Maps POI Editor,4,3,4,2,4,3
apple,Market Development,4,4,4,4,4,4
apple,Market Leader,5,3,5,4,4,4
apple,Marketing,4,4,4,4,4,4
apple,Marketing Communications Manager,4,2,5,4,5,3
apple,Marketing Director,4,4,2,3,5,3
apple,Marketing Manager,4,4,4,3,4,3
apple,Marketing Specialist,5,5,5,4,5,4
apple,Material Handler,5,4,5,3,4,5
apple,Material Program Manager,4,4,4,4,4,4
apple,Materials Buyer/Planner,4,2,5,3,4,3
apple,Materials Program Manager,5,3,4,4,5,4
apple,Mechanical Design Engineer,4,3,5,3,5,4
apple,Mechanical Engineer,5,4,4,4,5,4
apple,Mechanical Engineer - Quality,4,2,5,4,4,5
apple,Mechanical Quality Engineer,3,1,5,5,3,4
apple,Mentor,4,2,4,3,4,3
apple,Merchandising Specialist,4,3,2,2,4,2
apple,Middle Manager,5,4,4,4,3,5
apple,Midwest Business Account Manager,4,5,4,2,3,4
apple,Minacs (Apple),4,3,4,3,3,3
apple,Mobile Device Genius,5,4,5,3,5,3
apple,Mobile Technical Support Specialist,5,3,5,4,4,4
apple,Mobile Technician,5,4,5,5,5,5
apple,Mobile Technician/Family Room Specialist,5,3,4,5,5,4
apple,Mtz Corporation,3,5,3,3,3,3
apple,N/A,4,4,4,3,3,4
apple,NONE,2,2,4,2,2,1
apple,Network Ops,2,2,1,5,2,2
apple,Non-Disclosurable,4,2,4,4,3,5
apple,Notary,3,3,4,4,4,3
apple,Office Assistant,4,3,4,5,5,4
apple,Office Management,5,3,3,5,3,5
apple,Online Marketing,5,5,5,5,5,5
apple,Online Sales Representative,4,3,3,3,4,3
apple,Operation Program Manager,3,2,4,3,3,4
apple,Operation Specialist,3,3,3,3,5,2
apple,Operations,4,4,4,3,4,4
apple,Operations (Engineering),3,1,4,5,5,3
apple,Operations Expert,4,4,5,4,4,3
apple,Operations Manager,4,3,4,3,4,2
apple,Operations Product Manager,2,2,3,1,2,4
apple,Operations Program Manager,4,2,4,3,4,5
apple,Operations Project Specialist,2,1,1,2,4,1
apple,Operations SQE,1,1,1,1,3,1
apple,Operations Specialist,4,3,4,3,4,3
apple,Operations Supervisor,3,3,5,2,4,2
apple,Operations Support,4,4,4,4,4,4
apple,Ops Expert,5,3,4,4,4,3
apple,Oracle Database Administrator,5,5,5,4,4,5
apple,Order Administration,4,3,5,3,4,4
apple,Order Administrator Analyst,4,5,4,3,4,3
apple,Order Support Specialist,2,3,2,1,3,2
apple,Overnight Stocker,5,3,3,4,4,4
apple,PT Specialist,5,4,5,5,5,5
apple,Packaging Engineer,5,3,4,5,4,4
apple,Part Time Sales Associate,5,5,5,5,5,5
apple,Part Time Specialist,4,3,3,3,3,4
apple,Part-time Specialist,5,4,5,4,5,5
apple,Partner/Re Seller Operations,3,3,3,3,5,3
apple,Payment Specialist,2,3,4,2,4,1
apple,Payroll Analyst,3,2,1,3,4,1
apple,Personal Shopping Specialist,4,4,4,3,4,4
apple,Physical Design Engineer,4,2,4,4,4,4
apple,Portuguese Localization QA Tester,4,5,3,4,4,3
apple,Power Systems Engineer,3,3,3,3,3,4
apple,Present ­ Specialist,3,2,2,2,4,3
apple,Presentation Designer,3,2,4,5,4,4
apple,Preservation,4,4,5,2,4,3
apple,Preservation and Operations Specialist,4,4,5,4,4,4
apple,Principal Network/Systems Architect,5,5,5,5,5,5
apple,Pro,5,4,5,4,5,4
apple,Problem Coordinator,4,1,5,1,5,3
apple,Procurement,4,2,4,4,4,5
apple,Procurement Analyst,5,4,5,5,5,4
apple,Producer,5,4,5,4,5,5
apple,Product Consultant,4,4,4,4,4,4
apple,Product Design,3,2,4,3,4,3
apple,Product Design Engineer,4,3,4,4,4,4
apple,Product Design Lead,5,4,4,4,4,5
apple,Product Manager,4,3,4,4,3,4
apple,Product Marketing Manager,4,4,4,2,3,3
apple,Product Specialist,4,4,5,4,4,4
apple,Product Specialist/Expert,4,4,4,3,4,4
apple,Product Zone,5,5,5,5,5,5
apple,Product Zone Specialist,4,4,4,4,4,4
apple,Production Designer,3,2,2,3,2,4
apple,Program Manager,4,3,4,3,4,4
apple,Programmer,5,5,5,5,5,5
apple,Programming Expert,4,3,4,5,4,1
apple,Project Engineer,4,4,4,3,5,4
apple,Project Manager,4,3,4,3,4,3
apple,Project Manager II,4,4,4,4,2,4
apple,Push Buttons,4,3,4,4,5,2
apple,Python Developer,3,3,3,5,5,3
apple,QA Analyst,5,3,5,3,3,5
apple,QA Engineer,4,4,4,4,4,3
apple,QA Lead,5,3,5,5,4,3
apple,QA Manager,5,4,5,5,5,4
apple,QA Test Engineer,2,5,3,1,2,3
apple,QA Test Lead,3,2,4,2,4,3
apple,Quality Assurance,4,1,4,3,4,2
apple,Quality Control,5,5,5,5,4,5
apple,Quality Data Analyst,3,3,3,3,3,3
apple,Quality Engineer,4,1,3,3,4,1
apple,Quality Lead,5,5,5,5,5,5
apple,Quality Manager,3,3,4,1,1,2
apple,Quality Program Manager,2,1,2,1,5,2
apple,RCC Payments,5,2,4,5,5,4
apple,RF Test Engineer,2,1,3,1,4,1
apple,RZ Specialist,4,2,4,3,3,3
apple,Real Estate Assistant,3,3,4,3,4,3
apple,Real Estate Market Analysis Coordinator,4,3,4,4,4,3
apple,Real Time Analyst,4,4,4,4,4,4
apple,Receptionist,5,5,4,5,5,5
apple,Recruiter,5,4,5,5,5,3
apple,Recruiting Coordinator,3,3,4,2,4,2
apple,Recruiting Specialist,4,1,5,3,3,2
apple,Red Zone Specialist,4,4,4,3,4,4
apple,Redzone Specialist,4,4,4,3,4,3
apple,References Readiness Project Manager,5,2,5,2,3,4
apple,Regional Account Manager,3,5,5,1,4,4
apple,Regional Manager,5,5,4,5,5,5
apple,Regional Managing Director,5,5,5,5,5,3
apple,Regional Planner,5,3,4,4,5,4
apple,Regional Planner Singapore,3,3,5,4,2,3
apple,Regional Role - Individual Contributor,5,4,4,4,5,4
apple,Regional Sales Manager,5,4,5,4,4,5
apple,Release Manager,5,4,5,4,5,4
apple,Remote Technical Advisor (Apple Care),4,4,5,4,5,4
apple,Repair Room Administrator,3,1,5,3,4,5
apple,Research Engineer,5,3,5,5,4,3
apple,Research Scientist,5,4,5,4,5,4
apple,Researcher &amp,\N,\N,3,2,2,2
apple,Reseller Specialist,5,4,5,5,4,5
apple,Retail,2,1,2,1,3,1
apple,Retail &amp,\N,4,2,3,2,4
apple,Retail Business Specialist,3,5,4,4,4,2
apple,Retail Manager,4,4,3,3,3,3
apple,Retail Marketing Coordinator,2,5,2,5,4,2
apple,Retail Sales Associate,4,5,5,4,4,5
apple,Retail Sales Specialist,5,2,5,5,5,4
apple,Retail Specialist,4,4,5,3,4,3
apple,Retail Store Management,4,4,4,1,5,2
apple,Retail Store Manager,4,4,4,2,5,3
apple,Retail/Corporate Sales,\N,5,5,5,5,5
apple,SCM EXECUTIVE,1,1,1,1,1,1
apple,SDM Manager,1,1,1,1,5,1
apple,SEG,1,1,1,1,1,1
apple,SPECIALIST PART-TIME,3,3,3,2,3,2
apple,SPECIALIST/SPECIAL EVENTS TEAM ASSISTANT,5,5,5,5,5,5
apple,SQ Test Engineer,3,1,3,3,3,2
apple,SQA Engineer,1,1,1,1,3,1
apple,SSA,5,5,4,5,5,3
apple,STE Test Engineer,3,2,4,2,3,2
apple,Sales,4,4,4,3,4,3
apple,Sales Associate,5,4,4,4,4,4
apple,Sales Communication Supervisor,5,4,5,5,5,4
apple,Sales Compensation &amp,\N,3,3,4,3,3
apple,Sales Consultant,3,2,3,3,5,2
apple,Sales Executive,5,5,3,4,5,4
apple,Sales Man,5,5,4,5,4,4
apple,Sales Manager,4,3,4,4,4,4
apple,Sales Representative,2,2,3,2,4,2
apple,Sales Representative At Sonee Hardware,\N,5,5,5,4,5
apple,Sales Specialist,4,4,4,4,4,4
apple,Sales Specialist and Volunteer Coordinator,4,3,5,4,4,4
apple,Sales Specialist/Expert,5,5,5,5,5,5
apple,Sales Team Manager,4,4,4,1,5,1
apple,Sales Training Program execution Manager,4,3,5,3,5,3
apple,Sales/Support Manager,5,4,5,3,4,4
apple,Salesman,3,3,4,3,4,3
apple,Schedule Planner,3,2,3,3,3,1
apple,Scientist,4,4,4,2,4,3
apple,Scientist/Engineer,3,3,2,3,4,3
apple,Security Analyst,4,4,4,4,4,5
apple,Security Lead,5,5,5,4,4,4
apple,Security Officer,3,4,3,4,5,3
apple,Senior AHA,3,1,3,3,3,3
apple,Senior Account Executive,4,3,4,4,4,4
apple,Senior Account Manager,5,3,4,3,4,2
apple,Senior Acoustical Engineer,3,3,3,3,4,3
apple,Senior Advisor,4,3,4,3,4,3
apple,Senior Advisor Trainer,3,3,5,2,3,2
apple,Senior Algorithm Engineer,5,4,5,5,5,5
apple,Senior Analog IC Design,4,2,4,4,4,3
apple,Senior AppleCare Specialist,5,5,5,5,4,5
apple,Senior Assistant Manager,2,2,5,1,4,1
apple,Senior At-Home Advisor,3,1,3,2,4,2
apple,Senior Business Analyst,5,4,5,5,5,5
apple,Senior CAD Engineer,5,3,4,4,4,3
apple,Senior Chat Advisor,4,3,3,3,5,3
apple,Senior Computer Vision Specialist,5,5,4,5,4,5
apple,Senior Counsel,2,2,3,2,3,2
apple,Senior Customer Relations,5,3,5,4,4,4
apple,Senior Data Analyst,4,3,5,3,5,3
apple,Senior Data Stage Developer,5,5,5,5,4,5
apple,Senior Database Administrator,5,2,5,3,3,1
apple,Senior Demand Planner,5,1,2,2,5,2
apple,Senior Director,4,2,4,3,4,3
apple,Senior Engineer,4,3,4,3,4,3
apple,Senior Engineering Manager,4,3,3,4,5,3
apple,Senior Engineering Program Manager,3,3,3,4,4,4
apple,Senior Engineering Project Manager,2,2,4,3,3,1
apple,Senior Financial Analyst,4,3,4,3,3,3
apple,Senior Firmware Engineer,4,3,3,3,3,3
apple,Senior Genius/Genius Administrator,5,4,5,4,5,5
apple,Senior Hadoop Administrator,4,3,4,4,4,3
apple,Senior Hardware Engineer,4,3,4,4,4,4
apple,Senior Hardware Engineering Manager,5,5,5,5,5,5
apple,Senior IPhone Solutions Consultant,4,4,4,4,4,4
apple,Senior ITunes Advisor,4,3,2,3,5,3
apple,Senior Instructional Designer,5,4,4,5,5,4
apple,Senior Interaction Designer,5,3,5,4,4,5
apple,Senior Mac Solution Consultant,4,4,5,2,3,5
apple,Senior Manager,4,4,4,3,4,3
apple,Senior Manager Business Development,4,5,4,3,4,2
apple,Senior Marketing Manager,4,3,4,4,5,5
apple,Senior Member of Technical Staff,3,2,3,2,4,2
apple,Senior Network Engineer,4,3,4,4,4,4
apple,Senior Operations Manager,5,3,4,4,5,4
apple,Senior Operations Program Manager,4,1,2,4,4,4
apple,Senior Oracle Database Administrator,\N,3,3,4,4,4
apple,Senior Panel Process Engineer,3,2,4,5,5,4
apple,Senior Performance Engineer,4,3,5,4,4,4
apple,Senior Physical Design Engineer,3,1,4,3,5,2
apple,Senior Product Design Engineer,5,3,3,3,3,4
apple,Senior Product Designer,5,5,5,5,5,4
apple,Senior Product Manager,4,4,4,3,4,3
apple,Senior Product Marketing Manager,4,4,4,4,4,5
apple,Senior Program Manager,4,2,4,3,4,3
apple,Senior Project Engineer,5,4,5,5,5,4
apple,Senior Project Manager,4,3,4,3,4,3
apple,Senior QA Engineer,4,4,4,4,4,3
apple,Senior QA Manager,4,3,4,4,4,3
apple,Senior RF Design Engineer,5,4,5,4,5,4
apple,Senior RF Software Integration Engineer,5,4,5,4,5,5
apple,Senior Recruiter,4,3,5,3,5,3
apple,Senior Retail Sales Manager,5,4,5,5,5,5
apple,Senior S/W Engineer,4,3,4,4,4,5
apple,Senior Sales Incentive Analyst,4,3,4,3,3,4
apple,Senior Security Engineer,5,5,5,5,5,5
apple,Senior Site Reliability Engineer,3,1,4,5,5,3
apple,Senior Software Development Engineer,4,2,4,4,4,3
apple,Senior Software Engineer,4,3,4,3,4,4
apple,Senior Software Engineer (Level 4),2,2,4,2,4,4
apple,Senior Software Engineer IV,5,5,5,5,5,5
apple,Senior Software Engineer/Architect,4,2,4,4,4,4
apple,Senior Software Engineer/Tech Lead,3,2,3,3,4,2
apple,Senior Software QA Engineer,4,4,3,3,4,3
apple,Senior Software Quality Assurance Engineer,5,3,5,3,5,3
apple,Senior Staff Design Engineer,5,1,4,5,5,4
apple,Senior Staff Engineer,5,4,5,5,5,5
apple,Senior Support Specialist,4,3,4,4,4,4
apple,Senior Systems Administrator,4,2,3,4,5,3
apple,Senior Systems Architect,4,3,4,4,4,4
apple,Senior Systems Engineer,4,4,4,4,4,4
apple,Senior Tech Support for Mac/IOS,4,2,5,3,4,3
apple,Senior Technical Advisor,4,3,5,3,4,3
apple,Senior Technical Specialist,5,3,5,2,5,4
apple,Senior Technical Support,1,1,2,1,1,1
apple,Senior Technical Support Advisor,3,3,3,3,4,2
apple,Senior Technical Support Representative,5,3,3,5,5,4
apple,Senior Technician,2,3,4,4,4,3
apple,Senior Vice President,5,4,5,5,5,5
apple,Senior Video Codec Engineer,1,3,1,1,4,1
apple,Senior Voice Engineer,4,4,5,5,5,5
apple,Server,5,5,5,4,4,5
apple,Service Specialist,4,3,4,4,4,3
apple,Service Technician,5,5,4,2,4,4
apple,Service and Support Administrative,5,5,5,5,5,5
apple,Shift Lead,4,3,3,3,3,3
apple,Shopkeeper,4,5,5,5,5,5
apple,Siri High Performance Computing Engineer,2,1,1,1,1,1
apple,Site Reliability Engineer,3,5,3,3,4,3
apple,Site Support Engineer,4,4,4,4,4,4
apple,Small Business Sales Representative,5,4,5,3,5,5
apple,Social Media Manager,4,5,3,3,5,2
apple,Soft Engineer,5,4,5,5,4,5
apple,Software Analytics Engineer,4,3,4,5,5,5
apple,Software Architect,4,5,4,2,4,3
apple,Software Architect/Tech Lead,3,1,2,2,4,1
apple,Software Developer,4,3,3,4,4,4
apple,Software Development Engineer I,5,5,5,5,5,5
apple,Software Development Engineer III,4,4,5,5,4,4
apple,Software Development Engineer IV,3,2,4,3,3,2
apple,Software Engineer,4,4,4,4,4,4
apple,Software Engineer - Applications,5,4,5,5,5,5
apple,Software Engineer Front End,\N,4,1,4,3,5
apple,Software Engineer I,5,5,5,5,5,5
apple,Software Engineer II,4,4,4,3,4,5
apple,Software Engineer III,4,3,4,4,4,3
apple,Software Engineer IS&amp,\N,3,4,2,4,4
apple,Software Engineer IV,4,4,4,3,4,4
apple,Software Engineer Level V,4,3,3,4,4,2
apple,Software Engineer V,4,3,4,3,4,3
apple,Software Engineer/Corporate Office Representative,2,3,4,1,2,4
apple,Software Engineering Director,4,4,4,2,2,2
apple,Software Engineering Intern,4,5,4,4,4,4
apple,Software Engineering Manager,4,3,4,3,4,4
apple,Software QA Engineer,4,4,4,4,4,4
apple,Software QA Engineering Manager,4,2,3,3,4,3
apple,Software QA Manager,5,4,4,4,4,5
apple,Software Quality Assurance,4,5,4,3,3,3
apple,Software Quality Assurance Engineer and Testers,3,4,3,2,3,1
apple,Software Tech,5,5,5,4,5,4
apple,Software Technician IV,3,3,3,3,3,3
apple,Softwareentwickler,5,5,4,4,4,5
apple,Solutions Consultant,4,4,5,3,5,3
apple,Sourcer,5,2,5,4,4,2
apple,Sourcing Manager,5,5,4,5,5,5
apple,Spanish Customer Relations Advisor,4,5,4,4,4,4
apple,Specialiat,4,2,4,3,4,3
apple,Specialist,4,4,4,3,4,4
apple,Specialist (Apple Store),4,4,5,3,4,5
apple,Specialist At Apple Retail,2,1,4,2,3,1
apple,Specialist/Business Specialist,5,5,5,5,5,4
apple,Specialist/Mentor,4,4,4,3,5,3
apple,Specialsit- Part TIme,3,2,4,2,4,2
apple,Speciialst,5,5,4,5,5,5
apple,Spécialiste,5,5,5,4,4,5
apple,Spécialiste Café,4,4,5,4,4,4
apple,Store Administrative Assistant,3,3,5,3,5,2
apple,Store July,4,4,5,3,4,4
apple,Store Leader,5,3,5,3,4,3
apple,Store Leader Support Experience,5,3,5,5,5,3
apple,Store Leadership,5,5,4,5,5,4
apple,Store Manager,4,3,4,4,4,3
apple,Student,5,5,5,5,5,5
apple,Student Employee,5,5,5,5,5,5
apple,Supervisor,3,2,3,3,2,3
apple,Supply Base Engineer,3,1,1,3,5,4
apple,Supply Chain Analyst,3,3,4,3,3,3
apple,Supply Chain Manager,3,2,4,3,4,4
apple,Supply Demand,5,4,4,3,5,3
apple,Supply Demand Management,5,2,5,4,4,5
apple,Supply Demand Management SDM Pac Ops,2,2,4,2,3,1
apple,Supply Demand Planner,4,2,4,4,4,4
apple,Supply Demand Planning Manager,4,1,5,5,3,5
apple,Support,4,3,4,3,3,2
apple,Support II,3,2,3,3,3,1
apple,Support Level IV,5,4,5,5,4,4
apple,Support Moderator,4,2,5,5,3,4
apple,Support Specialist,1,4,1,1,4,2
apple,Systems Administrator,4,3,5,5,5,4
apple,Systems Design Engineer,1,1,1,1,2,1
apple,Systems Design Engineer II,5,3,5,5,5,4
apple,Systems Eng,5,5,4,5,5,5
apple,Systems Engineer,4,4,4,4,4,4
apple,Systems Engineer(IT),3,2,2,2,3,1
apple,Systems Integration Engineer V,5,2,4,4,5,4
apple,Systems Project Manager,5,3,5,4,4,4
apple,T1 CPU Advisor,2,3,5,4,5,3
apple,T1 Technical Advisor,3,3,4,3,3,2
apple,T2 Advisor,4,3,5,3,5,4
apple,T2 IOS Advisor,3,4,4,4,4,2
apple,T2 Manager,4,2,3,3,4,3
apple,TEC Expert,5,5,5,5,5,5
apple,Talent Attraction Manager,3,1,5,1,3,1
apple,Teaching Or Hotel,5,2,4,4,3,2
apple,Team Deputy ITunes Fraud,5,5,5,4,3,5
apple,Team Lead,3,3,3,3,2,2
apple,Team Manager,4,4,5,4,5,3
apple,Tech,4,3,3,4,3,3
apple,Tech Advisor,4,4,4,3,4,3
apple,Tech Expert,5,4,5,5,5,5
apple,Tech Manager,3,1,2,3,3,1
apple,Tech Ops,4,3,2,3,4,1
apple,Tech Specialist,4,3,4,4,4,4
apple,Tech Support,4,3,3,3,3,3
apple,Tech Support At Home Advisor,4,3,3,4,3,4
apple,Tech Support T2,3,3,3,3,4,3
apple,Tech Writer,5,5,5,5,5,5
apple,Technical,4,4,4,4,4,4
apple,Technical Advisor,4,3,3,3,4,4
apple,Technical Channel Support,4,5,4,3,3,4
apple,Technical Consultant,5,5,5,5,4,4
apple,Technical Expert,4,4,4,4,4,4
apple,Technical Product Manager,5,4,4,5,5,4
apple,Technical Program Manager,4,3,4,4,3,3
apple,Technical Project Manager,4,3,4,3,4,3
apple,Technical Recruiter,5,4,5,4,5,4
apple,Technical Specialist,4,4,4,4,4,4
apple,Technical Specialist At the Genius Bar,5,5,5,3,5,4
apple,Technical Support,4,3,4,3,4,3
apple,Technical Support &amp,\N,5,5,5,5,5
apple,Technical Support Adviser,1,2,4,1,1,3
apple,Technical Support Advisor,4,4,4,4,4,4
apple,Technical Support Advisor - Tier I,5,5,5,5,5,5
apple,Technical Support Agent,4,4,4,4,4,4
apple,Technical Support Analyst,5,5,5,5,5,5
apple,Technical Support Engineer,5,4,4,5,5,5
apple,Technical Support Manager,3,1,2,2,3,2
apple,Technical Support Representative,4,3,4,4,5,3
apple,Technical Support Specialist,4,5,5,3,5,4
apple,Technical Trainer,4,3,4,4,4,3
apple,Technical Writer,3,1,2,3,4,3
apple,Technician,4,4,5,4,5,4
apple,Technicien,3,3,4,4,2,4
apple,Technology Specialist,4,3,5,2,5,1
apple,Telecom Channel Assistant,3,5,3,4,5,3
apple,Test Design Lead,2,1,2,4,4,2
apple,Test Design Lead HWTE (TDL),4,2,5,5,4,4
apple,Test Engineer,3,3,4,4,3,4
apple,Test Engineer III,4,2,4,3,2,4
apple,Test Program Manager,4,2,5,4,4,4
apple,Testing Engineer,5,5,4,5,5,5
apple,Tier 2 Mac +,3,1,2,2,3,1
apple,Tier I At Home Advisor,3,4,4,4,3,3
apple,Tier I CPU,4,3,5,3,4,3
apple,Tier I Service Representative,5,3,4,5,3,3
apple,Tier I Technical Support,5,4,5,5,5,5
apple,Tier II,1,1,1,1,2,1
apple,Tier II AHA Advisor - Apple Care,4,4,5,3,5,4
apple,Tier II Senior Advisor,4,5,5,3,5,3
apple,Tier II Support,4,1,4,2,4,2
apple,Tier II Technical Advisor,4,1,5,5,5,3
apple,Tier II/Senior Advisor,4,3,4,3,4,3
apple,Tools,5,5,4,4,5,5
apple,Trainer,4,3,4,3,4,3
apple,Transducer Design Engineer,4,2,4,4,3,4
apple,Transit Editor,4,5,5,2,2,3
apple,Treasury Accountant,5,5,4,5,5,5
apple,Unit Supply Specialist,4,4,3,4,4,4
apple,User Experience Designer,5,4,5,5,5,4
apple,Validation Engineer,3,2,4,4,5,3
apple,Vendeur,4,3,4,4,3,4
apple,Vendor Manager,5,1,5,4,5,3
apple,Verizon Wireless Apple Tech Coach Sales Representative,5,4,2,4,4,2
apple,Visual Design Consultant,5,4,4,2,4,2
apple,Visual Designer for ITunes,2,1,4,1,3,1
apple,Visual Merchandising Specialist,4,3,5,3,4,3
apple,Visual Specialist,5,3,5,3,4,3
apple,Visuals Lead,4,5,5,3,5,3
apple,Volt,3,4,3,4,4,4
apple,WW Operations,5,4,4,5,4,5
apple,WW Supply Demand Planner,3,2,3,3,4,3
apple,Waiter/Steward,5,3,3,3,3,2
apple,Web Content Publisher,4,3,4,2,4,3
apple,Web Designer,3,3,4,3,5,3
apple,Web Developer,4,4,5,4,4,4
apple,Web Producer,1,2,4,1,1,1
apple,Web Publisher,2,4,4,1,2,2
apple,Wireless Multi-Media Technical Support,5,4,4,5,5,5
apple,Wireless Software Performance,5,3,5,5,5,4
apple,Worker,4,4,4,4,4,4
apple,apecialist,5,4,4,3,3,5
facebook,AV Technician,5,5,5,5,5,5
facebook,Account Executive,5,5,4,5,5,5
facebook,Account Management,5,5,5,5,3,5
facebook,Account Manager,4,4,5,4,4,4
facebook,Account Manager SMB,5,4,5,4,5,4
facebook,Accounting Manager,5,3,3,3,3,3
facebook,Accounts,5,5,5,5,5,5
facebook,Administrative,5,4,5,5,5,4
facebook,Administrative Assistant,5,4,5,5,5,5
facebook,Administrative Officer,3,3,2,2,3,3
facebook,Advertising,5,5,5,5,5,5
facebook,Advertising Analyst,5,4,5,4,4,5
facebook,Agency Development,5,4,5,5,5,5
facebook,Agency Partner,5,5,5,5,5,5
facebook,Agent,4,3,5,3,4,3
facebook,Analyst,5,3,5,4,4,4
facebook,Analytics Consultant,3,3,3,3,4,3
facebook,Anonymous Employee,5,4,4,4,5,4
facebook,Applications Developer,5,5,5,5,5,5
facebook,Art Director,5,4,5,5,5,5
facebook,Associate,4,3,4,3,4,3
facebook,Author,5,5,5,5,5,5
facebook,BI Consultant,4,5,5,3,5,5
facebook,BI Operations,5,5,5,5,5,5
facebook,Beta Tester,5,5,5,4,5,3
facebook,Business Analyst,5,4,5,5,4,5
facebook,Business Development,4,2,4,2,2,4
facebook,Business Manager,5,3,5,5,4,5
facebook,Business Operations Associate,4,3,5,5,4,4
facebook,Business Operations Manager,5,5,5,5,4,5
facebook,CSM,5,5,5,5,5,4
facebook,California,5,4,5,5,5,5
facebook,Client Engineer,5,5,5,5,4,3
facebook,Client Partner,5,4,5,4,5,5
facebook,Client Solution Manager,5,3,5,1,1,2
facebook,Client Solutions Manager,5,4,5,4,4,4
facebook,Co Owner,5,5,5,5,5,5
facebook,Communications,5,5,5,5,5,5
facebook,Communications Associate,5,2,5,4,4,4
facebook,Community Development Specialist,5,4,5,5,4,4
facebook,Community Operations,5,5,5,5,5,5
facebook,Community Operations Analyst,3,3,4,4,4,3
facebook,Community Operations Specialist,5,4,5,4,5,4
facebook,Content Marketing Manager,5,4,3,5,3,4
facebook,Content Moderator,4,4,4,4,4,4
facebook,Content Specialist,5,5,5,4,5,5
facebook,Content Strategist,5,4,5,5,5,5
facebook,Content Writer,5,5,5,4,5,5
facebook,Creative Strategist,5,5,5,5,5,5
facebook,Critical Facility Engineer,5,5,5,5,5,5
facebook,Culinary IS Analyst,5,5,5,5,5,5
facebook,Culinary Recruiter and Human Resources Assistant,5,5,4,4,3,3
facebook,Custom Market Insights,5,3,5,4,4,4
facebook,Customer Service Agent,3,4,4,4,4,5
facebook,DMO,5,5,5,5,5,5
facebook,Data Analyst,4,4,5,4,5,4
facebook,Data Center Tech,5,4,5,4,4,4
facebook,Data Engineer,5,4,5,5,5,5
facebook,Data Scientist,5,4,5,5,5,5
facebook,Database Administrator,5,5,5,5,4,5
facebook,Design Engineer,5,5,5,5,5,5
facebook,Designer,5,4,5,5,5,4
facebook,Developer,5,3,4,5,4,4
facebook,Developer Operations Specialist,5,4,5,5,5,5
facebook,Developer Support Engineer,5,4,5,5,4,5
facebook,Director,5,4,5,4,5,5
facebook,Director of Engineering,5,4,5,5,5,4
facebook,Director of Product Management,5,5,5,5,5,5
facebook,Engineer,5,4,5,5,5,5
facebook,Engineering Manager,5,3,5,5,5,5
facebook,Engineering Training Specialist,5,5,5,5,5,5
facebook,Enterprise Account Executive,5,5,5,5,5,5
